"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2003","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2004","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2005","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2006","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2007","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2008","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2009","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2010","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2011","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2012","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2013","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2014","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2015","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2016","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","4","","","","0"
"2017","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","2","","","","0"
"2018","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","0","","","","0"
"2019","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","0","","","","0"
"2020","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","3","","","","0"
"2021","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","1","","","","0"
"2022","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","3","","","","0"
"1991","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"1992","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"1993","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"1994","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"1995","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"1996","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"1997","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"1998","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"1999","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2000","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2001","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2002","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2003","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2004","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2005","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2006","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2007","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2008","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2009","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2010","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2011","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2012","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2013","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2014","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2015","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","","..","","","0"
"2016","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","4","","","","0"
"2017","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","2","","","","0"
"2018","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","1","","","","0"
"2019","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","4","","","","0"
"2020","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","2","","","","0"
"2021","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","2","","","","0"
"2022","Belleville, Ontario","2021A003535522","Number of homicide victims","Number","223","units","0","v1064468061","41.1","1","","","","0"
"1981","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","266","","","","0"
"1982","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","284","","","","0"
"1983","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","277","","","","0"
"1984","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","288","","","","0"
"1985","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","286","","","","0"
"1986","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","248","","","","0"
"1987","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","235","","","","0"
"1988","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","230","","","","0"
"1989","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","266","","","","0"
"1990","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","253","","","","0"
"1991","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","289","","","","0"
"1992","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","283","","","","0"
"1993","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","219","","","","0"
"1994","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","219","","","","0"
"1995","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","218","","","","0"
"1996","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","257","","","","0"
"1997","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","213","","","","0"
"1998","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","211","","","","0"
"1999","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","201","","","","0"
"2000","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","193","","","","0"
"2001","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","220","","","","0"
"2002","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","203","","","","0"
"2003","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","208","","","","0"
"2004","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","224","","","","0"
"2005","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","236","","","","0"
"2006","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","201","","","","0"
"2007","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","162","","","","0"
"2008","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","204","","","","0"
"2009","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","219","","","","0"
"2010","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","198","","","","0"
"2011","Non-Census metropolitan area","","Number of homicide victims","Number","223","units","0","v1489192","29.1","212","","","","0"
